no,kode_skpd,nama_skpd,komisi,kode_kegiatan,nama_kegiatan,pagu,tambah,kurang,hasil_pembahasan,hasil_pemprov_version,delta = hasil_pembahasan - hasil_pemprov_version,flag,kegiatan_versi_pemprov_yang_namanya_mirip,% kemiripan,hasil_pemprov_version_yang_mirip,delta = hasil_pemprov_version_yang_mirip - hasil_pemprov_version
16297,1.20.164,Kecamatan Tambora - JAKBAR,A,,"Dialog Interaktif Peranan Pemuda dan Masyarakat dalam Peningkatan KAMTIBMAS untuk Mencegah Tindak Kekerasan, Kriminal dan Tawuran di Masyarakat",0,"75,000,000",0,"75,000,000",,"75,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan sarana prasarana dan kelengkapan operasional penanggulangan kebakaran dan penyelamatan jakut,0.3706293706293706,"13,446,674,285","-13,371,674,285"
16298,1.20.164,Kecamatan Tambora - JAKBAR,A,,Gerakan Aksi Bersih-Bersih Anak Sungai di Kec. Tambora,0,"180,000,000",0,"180,000,000",,"180,000,000",Not found in Pemprov version based on kode & nama kegiatan,penataan rth kali jodo kec. tambora,0.42592592592592593,"199,863,129","-19,863,129"
16299,1.20.164,Kecamatan Tambora - JAKBAR,A,,Normalisasi Saluran Air di Jl.Tubagus Angke Rw.04 Kel.Angke,0,"145,000,000",0,"145,000,000",,"145,000,000",Not found in Pemprov version based on kode & nama kegiatan,"normalisasi saluran phb tubagus angke, kawasan tubagus angke",0.6,"4,998,318,076","-4,853,318,076"
16300,1.20.164,Kecamatan Tambora - JAKBAR,A,,Normalisasi Saluran Air di Jln.Kali Anyar 3 Rw.01 Kel.Kali Anyar,0,"145,000,000",0,"145,000,000",,"145,000,000",Not found in Pemprov version based on kode & nama kegiatan,"normalisasi saluran air kali baru, jl. ja'ani nasir kel. cawang",0.53125,"2,996,584,067","-2,851,584,067"
16301,1.20.164,Kecamatan Tambora - JAKBAR,A,,Normalisasi Saluran Air di Jln.Kali Anyar 4 Rw.03 Kel.Kali Anyar,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,"normalisasi saluran air kali baru, jl. ja'ani nasir kel. cawang",0.53125,"2,996,584,067","-2,846,584,067"
16302,1.20.164,Kecamatan Tambora - JAKBAR,A,,Pembinaan RW dan LMK se Kecamatan Tambora,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,penanganan jalan kecamatan tambora,0.6341463414634146,"1,431,524,908","-1,281,524,908"
16303,1.20.164,Kecamatan Tambora - JAKBAR,A,,Pengadaan Tenda untuk Fasilitas Promosi UKM di Kec. Tambora,0,"190,000,000",0,"190,000,000",,"190,000,000",Not found in Pemprov version based on kode & nama kegiatan,penataan rth kali jodo kec. tambora,0.4915254237288136,"199,863,129","-9,863,129"
16304,1.20.164,Kecamatan Tambora - JAKBAR,A,,Pengurasan lumpur Saluran Air di Rt.02 Rw.07 Kel.Angke,0,"130,000,000",0,"130,000,000",,"130,000,000",Not found in Pemprov version based on kode & nama kegiatan,pembangunan lapangan bulutangkis di rw.02 rt.009 kel. cipinang besar utara,0.4594594594594595,"100,000,000","30,000,000"
16305,1.20.164,Kecamatan Tambora - JAKBAR,A,,Pengurasan lumpur sampah Saluran Air di Jl.Angke Jaya Rw.06 Kel.Angke,0,"155,000,000",0,"155,000,000",,"155,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengecatan marka dan tanda jalan jakarta selatan,0.42028985507246375,"2,350,646,950","-2,195,646,950"
16306,1.20.164,Kecamatan Tambora - JAKBAR,A,,Perbaikan Lingkungan Kantor Kec. Tambora,0,"175,000,000",0,"175,000,000",,"175,000,000",Not found in Pemprov version based on kode & nama kegiatan,perbaikan jalan lingkungan/orang/saluran kecamatan tambora,0.603448275862069,"6,113,956,961","-5,938,956,961"
16307,1.20.164,Kecamatan Tambora - JAKBAR,A,,Perbaikan Lingkungan Rusun Kec. Tambora,0,"195,000,000",0,"195,000,000",,"195,000,000",Not found in Pemprov version based on kode & nama kegiatan,perbaikan jalan lingkungan/orang/saluran kecamatan tambora,0.6206896551724138,"6,113,956,961","-5,918,956,961"
16308,1.20.164,Kecamatan Tambora - JAKBAR,A,,Perbaikan Saluran Air Rw.04 Kel.Jembatan Lima,0,"165,000,000",0,"165,000,000",,"165,000,000",Not found in Pemprov version based on kode & nama kegiatan,perbaikan saluran air tpu tegal alur islam,0.5777777777777777,"149,945,522","15,054,478"
16309,1.20.164,Kecamatan Tambora - JAKBAR,A,,Rehab Ringan Gedung Kantor Kecamatan Tambora,0,"195,000,000",0,"195,000,000",,"195,000,000",Not found in Pemprov version based on kode & nama kegiatan,penanganan jalan kecamatan tambora,0.6136363636363636,"1,431,524,908","-1,236,524,908"
16310,1.20.164,Kecamatan Tambora - JAKBAR,A,,Rehab Ruangan Dalam PTSP kantor Kecamatan Tambora,0,"115,000,000",0,"115,000,000",,"115,000,000",Not found in Pemprov version based on kode & nama kegiatan,penanganan jalan kecamatan tambora,0.5918367346938775,"1,431,524,908","-1,316,524,908"
16311,1.20.173,Kelurahan Tambora - JAKBAR,A,,Pengadaan alat lubang biopori,0,"30,000,000",0,"30,000,000",,"30,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan alat geodesi,0.6206896551724138,"658,240,000","-628,240,000"
16312,1.20.173,Kelurahan Tambora - JAKBAR,A,,Pengadaan Gerobak Sampah,0,"90,000,000",0,"90,000,000","648,915,000","-558,915,000",Matched by nama kegiatan,,,,
16313,1.20.173,Kelurahan Tambora - JAKBAR,A,,Pengadaan Mesin Cacah Sampah,0,"60,000,000",0,"60,000,000",,"60,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan gerobak sampah,0.6785714285714286,"648,915,000","-588,915,000"
16314,1.20.173,Kelurahan Tambora - JAKBAR,A,,Pengadaan Mesin Sedot Air,0,"65,000,000",0,"65,000,000",,"65,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan mesin pencacah,0.72,"261,305,550","-196,305,550"
16315,1.20.173,Kelurahan Tambora - JAKBAR,A,,Pengadaan Tabung Pemadam,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan tong sampah,0.6666666666666666,"3,999,050,000/1,698,950,000",
16316,1.20.173,Kelurahan Tambora - JAKBAR,A,,Pengadaan Tong Sampah,0,"197,600,000",0,"197,600,000",,"197,600,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan tong sampah,0.9545454545454546,"3,999,050,000/1,698,950,000",
16317,1.20.164,Kecamatan Tambora - JAKBAR,A,,Gerakan Penghijauan dan Pembuatan Resapan Biopori di Kec. Tambora,0,"185,000,000",0,"185,000,000",,"185,000,000",Not found in Pemprov version based on kode & nama kegiatan,"perbaikan, penggantian dan pemasangan rambu lalu lintas di jakarta utara",0.5,"836,660,352","-651,660,352"
16318,1.20.164,KECAMATAN TAMBORA  - JAKBAR,A,,Pengurasan Saluran Air di Rw.07 Kel.Jembatan Besi,0,"100,000,000",0,"100,000,000",,"100,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan sarana dan prasarana kelurahan jembatan besi,0.5370370370370371,"114,925,800","-14,925,800"
16319,1.20.164,KECAMATAN TAMBORA  - JAKBAR,A,,Pengurasan Saluran Air di Rw.04 Kel.Tanah Sereal,0,"100,000,000",0,"100,000,000",,"100,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengerasan halaman sd dan smp di kepulauan seribu,0.5306122448979592,"999,080,624","-899,080,624"
16320,1.20.164,KECAMATAN TAMBORA  - JAKBAR,A,,Pengurasan Saluran Air di Rw.05 Kel.Tanah Sereal,0,"100,000,000",0,"100,000,000",,"100,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengerasan halaman sd dan smp di kepulauan seribu,0.5306122448979592,"999,080,624","-899,080,624"
16321,1.20.164,KECAMATAN TAMBORA  - JAKBAR,A,,Pemeliharaan Saluran Air di Rw.01 Kel.Krendang,0,"80,000,000",0,"80,000,000",,"80,000,000",Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan saluran air kantor,0.5869565217391305,"47,533,171","32,466,829"
16322,1.20.164,KECAMATAN TAMBORA  - JAKBAR,A,,Perbaikan Jalan di Jln.Krendang Timur Raya Rw.01 Kel.Krendang,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,perbaikan lapangan bulutangkis rt 03 rw 07 kel. gedong,0.5245901639344263,"50,000,000","100,000,000"
16323,1.20.164,KECAMATAN TAMBORA  - JAKBAR,A,,Perbaikan Jalan di Jln.Jembatan Besi XII Rw.10 Kel.Jembatan Besi,0,"140,289,984",0,"140,289,984",,"140,289,984",Not found in Pemprov version based on kode & nama kegiatan,pengadaan sarana dan prasarana kebersihan masyarakat kelurahan jembatan besi,0.47368421052631576,"149,870,985","-9,581,001"
16324,1.20.164,KECAMATAN TAMBORA  - JAKBAR,A,,Pengurasan Saluran Air di Jln.Kali Anyar 5 Kel.Kali Anyar,0,"100,000,000",0,"100,000,000",,"100,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan sarana dan prasarana kel. kalibaru,0.5087719298245614,"149,596,480","-49,596,480"
16325,1.20.164,KECAMATAN TAMBORA  - JAKBAR,A,,Pengurasan Saluran Air di Jln.Kali Anyar 9 Kel.Kali Anyar,0,"100,000,000",0,"100,000,000",,"100,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan sarana dan prasarana kel. kalibaru,0.5087719298245614,"149,596,480","-49,596,480"
16326,1.20.164,KECAMATAN TAMBORA  - JAKBAR,A,,Pembuatan Gapura Ornamen Betawi Kantor Kecamatan Tambora,0,"195,000,000",0,"195,000,000",,"195,000,000",Not found in Pemprov version based on kode & nama kegiatan,penanganan pertamanan kecamatan tambora,0.5714285714285714,"119,999,865","75,000,135"
16327,1.20.173,Kelurahan Tambora - JAKBAR,A,,Pembuatan Gapura Ornamen Betawi Kantor Kelurahan Tambora,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,penanganan bencana kelurahan tambora,0.5714285714285714,"99,676,700","50,323,300"
16328,1.20.167,Kelurahan Tanah Sereal - JAKBAR,A,,Pembuatan Gapura Ornamen Betawi Kantor Kelurahan Tanah Sereal,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan sarana dan prasarana kelurahan tanah sereal,0.6065573770491803,"49,496,988","100,503,012"
16329,1.20.168,Kelurahan Krendang - JAKBAR,A,,Pembuatan Gapura Ornamen Betawi Kantor Kelurahan Krendang,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,penanganan bencana kelurahan krendang,0.5789473684210527,"29,999,000","120,001,000"
16330,1.20.169,Kelurahan Jembatan Besi - JAKBAR,A,,PembuatanGapura Ornamen Betawi Kantor Kelurahan Jembatan Besi,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,penanganan bencana kelurahan jembatan besi,0.6229508196721312,"49,792,000","100,208,000"
16331,1.20.170,Kelurahan Angke - JAKBAR,A,,Pembuatan Gapura Ornamen Betawi Kantor Kelurahan Angke,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,pembinaan masyarakat dan lembaga kemasyarakatan kelurahan angke,0.5396825396825397,"399,944,072","-249,944,072"
16332,1.20.171,Kelurahan Jembatan Lima - JAKBAR,A,,Pembuatan Gapura Ornamen Betawi Kantor Kelurahan Jembatan Lima,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,pelaksanaan penertiban kelurahan jembatan lima,0.5967741935483871,"155,343,000","-5,343,000"
16333,1.20.172,Kelurahan Duri Selatan - JAKBAR,A,,Pembuatan Gapura Ornamen Betawi Kantor Kelurahan Duri Selatan,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,penyelenggaraan operasional kantor kelurahan duri selatan,0.6229508196721312,"599,910,075","-449,910,075"
16334,1.20.174,Kelurahan Pekojan - JAKBAR,A,,Pembuatan Gapura Ornamen Betawi Kantor Kelurahan Pekojan,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan sarana dan prasarana kelurahan pekojan,0.5714285714285714,"169,999,261","-19,999,261"
16335,1.20.166,Kelurahan Duri Utara - JAKBAR,A,,Pembuatan Gapura Ornamen Betawi Kantor Kelurahan Duri Utara,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan sarana dan prasarana kelurahan duri utara,0.5932203389830508,"168,144,196","-18,144,196"
16336,1.20.175,Kelurahan Rawa Malaka - JAKBAR,A,,Pembuatan Gapura Ornamen Betawi Kantor Kelurahan Rawa Malaka,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,penanganan bencana kelurahan roa malaka,0.5666666666666667,"31,500,000","118,500,000"
16337,1.20.165,Kelurahan Kali Anyar - JAKBAR,A,,PembuatanGapura Ornamen Betawi Kantor Kelurahan Kali Anyar,0,"121,250,000",0,"121,250,000",,"121,250,000",Not found in Pemprov version based on kode & nama kegiatan,penanganan bencana kelurahan kalianyar,0.5862068965517241,"29,998,200","91,251,800"
16338,1.20.022,Kecamatan Tanah Abang - JAKPUS,A,1.20.26.022.001,Penanganan Ketertiban Masyarakat Kecamatan Tanah Abang,"240,000,000",0,0,"240,000,000","239,998,500","1,500",Perfect match,,,,
16339,1.20.022,Kecamatan Tanah Abang - JAKPUS,A,1.20.26.022.002,Penanganan Saluran Kecamatan Tanah Abang,"1,986,000,000",0,"198,600,000","1,787,400,000","1,977,727,732","-190,327,732",Perfect match,,,,
16340,1.20.022,Kecamatan Tanah Abang - JAKPUS,A,1.20.26.022.003,Penanganan Jalan Kecamatan Tanah Abang,"882,100,000",0,"88,210,000","793,890,000","881,487,441","-87,597,441",Perfect match,,,,
16341,1.20.022,Kecamatan Tanah Abang - JAKPUS,A,1.20.26.022.004,Pengadaan sarana dan Prasarana Kecamatan Tanah Abang,"123,170,000",0,0,"123,170,000","123,118,756","51,244",Perfect match,,,,
16342,1.20.022,Kecamatan Tanah Abang - JAKPUS,A,1.20.26.022.005,Penanganan Pertamanan Kecamatan Tanah Abang,"445,500,000",0,"44,550,000","400,950,000","445,434,037","-44,484,037",Perfect match,,,,
16343,1.20.022,Kecamatan Tanah Abang - JAKPUS,A,1.20.26.022.006,Penanganan Kebersihan Lingkungan Kecamatan Tanah Abang,"532,800,000",0,"53,280,000","479,520,000","462,726,860","16,793,140",Perfect match,,,,
16344,1.20.022,Kecamatan Tanah Abang - JAKPUS,A,1.20.26.022.007,Penyelenggaraan Tugas dan Fungsi Kecamatan Tanah Abang,"457,456,000",0,"45,745,600","411,710,400","351,790,000","59,920,400",Perfect match,,,,
16345,1.20.022,Kecamatan Tanah Abang - JAKPUS,A,1.20.26.022.008,Penatausahaan Kecamatan Tanah Abang,"392,800,000",0,"39,280,000","353,520,000","377,845,693","-24,325,693",Perfect match,,,,
16346,1.20.022,Kecamatan Tanah Abang - JAKPUS,A,1.20.26.022.009,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,"50,000,000",0,0,"50,000,000","49,990,000","10,000",Perfect match,,,,
16347,1.20.022,Kecamatan Tanah Abang - JAKPUS,A,1.20.26.022.010,Penanggulangan Bencana Kecamatan Tanah Abang,"50,000,000",0,0,"50,000,000","49,999,400",600,Perfect match,,,,
16348,1.20.022,Kecamatan Tanah Abang - JAKPUS,A,1.20.61.022.002,Penyelenggaran Operasional Kecamatan Tanah Abang,"575,000,000",0,"57,500,000","517,500,000","574,998,912","-57,498,912",Perfect match,,,,
16349,1.20.022,Kecamatan Tanah Abang - JAKPUS,A,1.20.61.022.003,Penyediaan Jasa TALI dan IPAL (12 bulan),"403,000,000",0,0,"403,000,000","402,987,411","12,589",Perfect match,,,,
16350,1.20.022,Kecamatan Tanah Abang - JAKPUS,A,1.20.63.022.001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"114,000,000",0,"5,700,000","108,300,000","113,995,200","-5,695,200",Perfect match,,,,
16351,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.27.023.001,Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Gelora - JAKPUS,"255,000,000",0,"25,500,000","229,500,000","254,850,731","-25,350,731",Perfect match,,,,
16352,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.27.023.002,Pelaksanaan Kerja Bakti,"46,200,000",0,0,"46,200,000","46,168,576","31,424",Perfect match,,,,
16353,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.27.023.003,Pengadaan sarana dan Prasarana Kelurahan Gelora - JAKPUS,"148,000,000",0,0,"148,000,000","146,836,919","1,163,081",Matched by kode kegiatan,,,,
16354,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.27.023.004,Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Gelora - JAKPUS,"63,000,000",0,0,"63,000,000","13,714,640","49,285,360",Perfect match,,,,
16355,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.27.023.005,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Gelora - JAKPUS,"190,000,000",0,0,"190,000,000","189,826,578","173,422",Perfect match,,,,
16356,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.27.023.006,Pembinaan Masyarakat  dan Lembaga Kemasyarakatan Kelurahan Gelora - JAKPUS,"409,400,000",0,0,"409,400,000","378,787,070","30,612,930",Matched by kode kegiatan,,,,
16357,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.27.023.007,"Penyediaan Operasional RT, RW dan LMK","217,200,000",0,0,"217,200,000","217,200,000",0,Perfect match,,,,
16358,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.27.023.008,Penyelenggaraan Tugas dan Fungsi Kelurahan,"281,200,000",0,"28,120,000","253,080,000","220,503,025","32,576,975",Perfect match,,,,
16359,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.27.023.009,Pelaksanaan Penertiban Kelurahan,"60,000,000",0,0,"60,000,000","59,960,000","40,000",Perfect match,,,,
16360,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.27.023.010,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kelurahan Gelora - JAKPUS,"36,000,000",0,0,"36,000,000","33,960,000","2,040,000",Perfect match,,,,
16361,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.27.023.011,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,"37,000,000",0,0,"37,000,000","35,250,000","1,750,000",Perfect match,,,,
16362,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.27.023.012,Penanggulangan Bencana Kelurahan Gelora - JAKPUS,"25,000,000",0,0,"25,000,000","24,983,750","16,250",Perfect match,,,,
16363,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.27.023.013,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,"2,688,000,000",0,"537,600,000","2,150,400,000","2,687,284,091","-536,884,091",Perfect match,,,,
16364,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.61.023.001,Penyelenggaran Operasional Kelurahan Gelora - JAKPUS,"495,000,000",0,"49,500,000","445,500,000","494,154,640","-48,654,640",Perfect match,,,,
16365,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.61.023.002,Penyediaan Jasa TALI dan IPAL (12 bulan),"161,000,000",0,0,"161,000,000","125,564,670","35,435,330",Perfect match,,,,
16366,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.61.023.003,Penatausahaan Kelurahan Gelora - JAKPUS,"105,000,000",0,0,"105,000,000","104,122,104","877,896",Perfect match,,,,
16367,1.20.023,Kelurahan Gelora - JAKPUS,A,1.20.63.023.001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"25,000,000",0,"2,500,000","22,500,000","24,653,800","-2,153,800",Perfect match,,,,
16368,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.27.024.001,Penyelenggaraan Peningkatan Pelayanan Kapasitas kelurahan Bendungan Hilir - JAKPUS,"125,000,000",0,"12,500,000","112,500,000","124,865,370","-12,365,370",Perfect match,,,,
16369,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.27.024.002,Pelaksanaan Kerja Bakti Kelurahan Bendungan Hilir - JAKPUS,"80,000,000",0,0,"80,000,000","79,998,240","1,760",Matched by kode kegiatan,,,,
16370,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.27.024.003,Pengadaan sarana dan Prasarana Kelurahan Bendungan Hilir - JAKPUS,"233,000,000",0,"23,300,000","209,700,000","232,997,812","-23,297,812",Perfect match,,,,
16371,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.27.024.004,Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Bendungan Hilir - JAKPUS,"139,300,000",0,0,"139,300,000","139,292,600","7,400",Perfect match,,,,
16372,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.27.024.005,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Bendungan Hilir - JAKPUS,"462,020,000",0,"46,202,000","415,818,000","461,492,801","-45,674,801",Perfect match,,,,
16373,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.27.024.006,Pembinaan Masyarakat  dan Lembaga Kemasyarakatan Kelurahan Bendungan Hilir - JAKPUS,"457,000,000",0,"45,700,000","411,300,000","456,923,838","-45,623,838",Matched by kode kegiatan,,,,
16374,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.27.024.007,"Penyediaan Operasional RT, RW dan LMK","1,928,400,000",0,0,"1,928,400,000","1,801,200,000","127,200,000",Perfect match,,,,
16375,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.27.024.008,Penyelenggaraan Tugas dan Fungsi Kelurahan Bendungan Hilir - JAKPUS,"332,220,000",0,"33,222,000","298,998,000","332,091,200","-33,093,200",Perfect match,,,,
16376,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.27.024.009,Pelaksanaan Penertiban Kelurahan Bendungan Hilir - JAKPUS,"188,200,000",0,0,"188,200,000","188,151,950","48,050",Matched by kode kegiatan,,,,
16377,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.27.024.010,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan Bendungan Hilir - JAKPUS,"57,000,000",0,0,"57,000,000","56,920,000","80,000",Perfect match,,,,
16378,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.27.024.011,Penanggulangan Bencana Kelurahan Bendungan Hilir - JAKPUS,"145,000,000",0,0,"145,000,000","144,779,800","220,200",Matched by kode kegiatan,,,,
16379,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.27.024.012,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,"2,370,400,000",0,"474,080,000","1,896,320,000","2,369,104,442","-472,784,442",Perfect match,,,,
16380,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.61.024.001,Penyelenggaran Operasional Kelurahan Bendungan Hilir - JAKPUS,"446,200,000",0,0,"446,200,000","446,139,610","60,390",Matched by kode kegiatan,,,,
16381,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.61.024.002,Penyediaan Jasa TALI dan IPAL (12 bulan),"244,060,000",0,0,"244,060,000","241,356,400","2,703,600",Perfect match,,,,
16382,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.61.024.003,Penatausahaan Kelurahan Bendungan Hilir - JAKPUS,"139,600,000",0,0,"139,600,000","138,182,480","1,417,520",Perfect match,,,,
16383,1.20.024,Kelurahan Bendungan Hilir - JAKPUS,A,1.20.63.024.001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,0,0,0,0,Too many variants,,Matched by nama kegiatan,,,,
16384,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.27.025.001,Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Karet Tengsin - JAKPUS,"63,600,000",0,0,"63,600,000","60,515,000","3,085,000",Perfect match,,,,
16385,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.27.025.002,Pelaksanaan Kerja Bakti,"177,000,000",0,"17,700,000","159,300,000","176,334,688","-17,034,688",Perfect match,,,,
16386,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.27.025.003,Pengadaan sarana dan Prasarana Kelurahan Kelurahan Karet Tengsin - JAKPUS,"100,000,000",0,0,"100,000,000","96,646,000","3,354,000",Perfect match,,,,
16387,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.27.025.004,Pembinaan Masyarakat  dan Lembaga Kemasyarakatan Kelurahan Karet Tengsin - JAKPUS,"207,500,000",0,"20,750,000","186,750,000","177,316,400","9,433,600",Matched by kode kegiatan,,,,
16388,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.27.025.005,"Penyediaan Operasional RT, RW dan LMK","1,308,000,000",0,0,"1,308,000,000","1,156,849,000","151,151,000",Perfect match,,,,
16389,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.27.025.006,Penyelenggaraan Tugas dan Fungsi Kelurahan,"423,400,000",0,"42,340,000","381,060,000","418,126,945","-37,066,945",Perfect match,,,,
16390,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.27.025.007,Pelaksanaan Penertiban Kelurahan,"70,500,000",0,0,"70,500,000","69,096,000","1,404,000",Perfect match,,,,
16391,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.27.025.008,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,"80,000,000",0,0,"80,000,000","74,960,000","5,040,000",Perfect match,,,,
16392,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.27.025.009,Penanggulangan Bencana Kelurahan Karet Tengsin - JAKPUS,"100,000,000",0,0,"100,000,000","99,927,080","72,920",Matched by kode kegiatan,,,,
16393,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.27.025.010,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,"2,211,600,000",0,"442,320,000","1,769,280,000","2,166,237,692","-396,957,692",Perfect match,,,,
16394,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.61.025.001,Penyelenggaran Operasional Kelurahan Karet Tengsin - JAKPUS,"967,000,000",0,"96,700,000","870,300,000","965,701,564","-95,401,564",Matched by kode kegiatan,,,,
16395,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.61.025.002,Penyediaan Jasa TALI dan IPAL (12 bulan),"201,000,000",0,0,"201,000,000","200,961,040","38,960",Perfect match,,,,
16396,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.61.025.003,Penatausahaan Kelurahan Karet Tengsin - JAKPUS,"145,000,000",0,0,"145,000,000","143,774,400","1,225,600",Perfect match,,,,
16397,1.20.025,Kelurahan Karet Tengsin - JAKPUS,A,1.20.63.025.001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"40,000,000",0,"2,000,000","38,000,000","39,962,880","-1,962,880",Perfect match,,,,
16398,1.20.026,Kelurahan Petamburan - JAKPUS,A,1.20.27.026.001,Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Petamburan - JAKPUS,"181,100,000",0,"18,110,000","162,990,000","181,094,758","-18,104,758",Perfect match,,,,
