no,kode_skpd,nama_skpd,komisi,kode_kegiatan,nama_kegiatan,pagu,tambah,kurang,hasil_pembahasan,hasil_pemprov_version,delta = hasil_pembahasan - hasil_pemprov_version,flag,kegiatan_versi_pemprov_yang_namanya_mirip,% kemiripan,hasil_pemprov_version_yang_mirip,delta = hasil_pemprov_version_yang_mirip - hasil_pemprov_version
1,1.20.020,BADAN PENDIDIKAN DAN PELATIHAN,A,1.20.43.020.001,Penyelengaraan Fungsi DIKLAT,"550,000,000",0,"55,000,000","495,000,000","549,999,225","-54,999,225",Perfect match,,,,
2,1.20.020,BADAN PENDIDIKAN DAN PELATIHAN,A,1.20.43.020.002,Pembangunan dan Pengembangan Teknologi Kediklatan,"1,965,699,630",0,"965,699,630","1,000,000,000","1,965,690,000","-965,690,000",Perfect match,,,,
3,1.20.020,BADAN PENDIDIKAN DAN PELATIHAN,A,1.20.43.020.003,Partisipasi  Peyelenggaraan  Kerjasama Kediklatan dan Penjaminan Mutu,"23,003,872,500",0,"5,750,000,000","17,253,872,500","23,003,872,400","-5,749,999,900",Matched by kode kegiatan,,,,
4,1.20.020,BADAN PENDIDIKAN DAN PELATIHAN,A,1.20.44.020.001,"Penyelenggaraan Diklat Peningkatan Kapasitas Penjenjangan Dasar, Menengah dan Lanjutan","27,260,946,002",0,"6,803,000,000","20,457,946,002","27,260,946,002","-6,803,000,000",Perfect match,,,,
5,1.20.020,BADAN PENDIDIKAN DAN PELATIHAN,A,1.20.44.020.004,Penyelenggaraan Diklat Pengembangan Kapasitas Fungsional dan Teknis,"7,511,685,250",0,"751,168,525","6,760,516,725","7,511,618,750","-751,102,025",Perfect match,,,,
6,1.20.020,BADAN PENDIDIKAN DAN PELATIHAN,A,1.20.44.020.005,Pengembangan Penyelenggaraan  Uji Kompetensi dan Sertifikasi,"1,600,000,000",0,"160,000,000","1,440,000,000","1,586,197,500","-146,197,500",Matched by kode kegiatan,,,,
7,1.20.020,BADAN PENDIDIKAN DAN PELATIHAN,A,1.20.61.020.001,Penyelenggaraan Operasional Kantor Badan Pendidikan dan Pelatihan,"9,807,678,916",0,"9,807,678,916","8,826,911,024","9,807,676,508","-980,765,484",Perfect match,,,,
8,1.20.020,BADAN PENDIDIKAN DAN PELATIHAN,A,1.20.61.020.004,Penyediaan Jasa TALI dan IPAL (12 Bulan),"350,000,000",0,0,"350,000,000","349,999,925",75,Perfect match,,,,
9,1.20.020,BADAN PENDIDIKAN DAN PELATIHAN,A,1.20.61.020.005,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"200,000,000",0,"20,000,000","180,000,000","199,994,650","-19,994,650",Perfect match,,,,
10,1.20.020,BADAN PENDIDIKAN DAN PELATIHAN,A,1.20.69.020.001,Penyusunan Revisi Renstra SKPD,"150,000,000",0,0,"150,000,000","147,188,400","2,811,600",Perfect match,,,,
11,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,1.19.01.001.007,Fasilitasi Pengembangan Wawasan Kebangsaan,"1,200,000,000",0,0,"1,200,000,000","1,199,104,800","895,200",Perfect match,,,,
12,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,1.19.04.001.001,Fasilitasi Pendidikan Politik Masyarakat,"1,150,000,000",0,0,"1,150,000,000","1,132,977,000","17,023,000",Perfect match,,,,
13,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,1.19.05.001.002,Fasilitasi Pencegahan dan Penanggulangan Konflik,"1,200,000,000",0,0,"1,200,000,000","1,199,981,650","18,350",Perfect match,,,,
14,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,1.19.08.001.001,Fasilitasi Penguatan hubungan Kelembagaan,"1,200,000,000",0,0,"1,200,000,000","1,193,229,300","6,770,700",Perfect match,,,,
15,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,1.19.09.001.005,"Penyusunan Program Kerja, Monitoring, Evaluasi dan Pelaporan urusan SKPD","2,800,000,000",0,"280,000,000","2,520,000,000","2,607,017,780","-87,017,780",Perfect match,,,,
16,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,1.19.09.001.007,Penyelenggaraan Operasional Kantor Badan Kesatuan Bangsa dan Politik,"1,573,540,000",0,"157,354,000","1,416,186,000","1,573,539,200","-157,353,200",Perfect match,,,,
17,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,1.19.17.001.001,Penyusunan Revisi Renstra SKPD,"150,000,000",0,0,"150,000,000","147,421,500","2,578,500",Perfect match,,,,
18,1.19.002,Kantor Kesatuan Bangsa dan Politik - JAKPUS,A,1.19.01.002.006,Koordinasi  Kelembagaan dan Peningkatan Wawasan Kebangsaan Jakarta Pusat,"1,300,000,000",0,"130,000,000","1,170,000,000","1,142,423,900","27,576,100",Matched by kode kegiatan,,,,
19,1.19.002,Kantor Kesatuan Bangsa dan Politik - JAKPUS,A,1.19.04.002.001,Pembinaan Kesbangpol Masyarakat Jakarta Pusat,"1,200,000,000",0,0,"1,200,000,000",,"1,200,000,000",Not found in Pemprov version based on kode & nama kegiatan,pelayanan kesehatan masyarakat jakarta pusat,0.7333333333333333,"450,146,310","749,853,690"
20,1.19.002,Kantor Kesatuan Bangsa dan Politik - JAKPUS,A,1.19.09.002.001,Penyelenggaraan Operasional Kantor Kesbangpol Jakarta Pusat,"400,000,000",0,0,"400,000,000","322,814,271","77,185,729",Perfect match,,,,
21,1.19.002,Kantor Kesatuan Bangsa dan Politik - JAKPUS,A,1.19.09.002.002,Penyediaan Jasa TALI dan IPAL (12 Bulan),"12,000,000",0,0,"12,000,000","11,940,000","60,000",Perfect match,,,,
22,1.19.002,Kantor Kesatuan Bangsa dan Politik - JAKPUS,A,1.19.09.002.003,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,0,0,0,0,Too many variants,,Matched by nama kegiatan,,,,
23,1.19.003,Kantor Kesatuan Bangsa dan Politik - JAKUT,A,1.19.01.003.004,Pembinaan Kesbangpol bagi masyarakat Jakarta Utara,"1,000,000,000",0,0,"1,000,000,000",,"1,000,000,000",Not found in Pemprov version based on kode & nama kegiatan,pelayanan kesehatan masyarakat jakarta utara,0.68,"1,667,042,950","-667,042,950"
24,1.19.003,Kantor Kesatuan Bangsa dan Politik - JAKUT,A,1.19.08.003.001,Koordinasi Kelembagaan dan Peningkatan Wawasan Kebangsaan Jakarta Utara,"1,300,000,000",0,0,"1,300,000,000","1,299,064,400","935,600",Perfect match,,,,
25,1.19.003,Kantor Kesatuan Bangsa dan Politik - JAKUT,A,1.19.09.003.001,Penyelenggaraan Operasional Kantor Kesbangpol Jakarta Utara,"375,000,000",0,0,"375,000,000","366,141,443","8,858,557",Perfect match,,,,
26,1.19.003,Kantor Kesatuan Bangsa dan Politik - JAKUT,A,1.19.09.003.002,Penyediaan Jasa TALI dan IPAL (12 Bulan),"12,000,000",0,0,"12,000,000","11,940,000","60,000",Perfect match,,,,
27,1.19.003,Kantor Kesatuan Bangsa dan Politik - JAKUT,A,1.19.11.003.001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,0,0,0,0,Too many variants,,Matched by nama kegiatan,,,,
28,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,1.19.01.004.006,Koordinasi  Kelembagaan dan Peningkatan Wawasan Kebangsaan Jakarta Barat,"1,300,000,000",0,0,"1,300,000,000","1,298,566,400","1,433,600",Matched by kode kegiatan,,,,
29,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,1.19.04.004.003,Pembinaan Kesbangpol Masyarakat Jakarta Barat,"1,000,000,000",0,0,"1,000,000,000",,"1,000,000,000",Not found in Pemprov version based on kode & nama kegiatan,pelayanan kesehatan masyarakat jakarta barat,0.7333333333333333,"1,999,999,863","-999,999,863"
30,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,1.19.09.004.002,Penyediaan Jasa TALI dan IPAL (12 Bulan),"12,000,000",0,0,"12,000,000","11,940,000","60,000",Perfect match,,,,
31,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,1.19.09.004.003,Penyelenggaraan Operasional Kantor Kesbangpol Jakarta Barat,"400,000,000",0,0,"400,000,000","352,317,200","47,682,800",Perfect match,,,,
32,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,1.19.11.004.001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,0,0,0,0,Too many variants,,Matched by nama kegiatan,,,,
33,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,1.19.01.005.006,Penyelenggaraan Operasional Kantor Kesbangpol Jakarta Selatan,"375,000,000",0,0,"375,000,000","339,845,641","35,154,359",Perfect match,,,,
34,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,1.19.01.005.007,Penyediaan TALI dan IPAL (12 Bulan),"12,000,000",0,0,"12,000,000","12,000,000",0,Perfect match,,,,
35,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,1.19.01.005.008,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,0,0,0,0,Too many variants,,Matched by nama kegiatan,,,,
36,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,1.19.01.005.009,Pembinaan Kesbangpol Masyarakat Jakarta Selatan,"1,000,000,000",0,0,"1,000,000,000",,"1,000,000,000",Not found in Pemprov version based on kode & nama kegiatan,pelayanan kesehatan masyarakat jakarta selatan,0.7446808510638298,"1,549,029,124","-549,029,124"
37,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,1.19.01.005.010,Koordinasi Kelembagaan dan Peningkatan Wawasan Kebangsaan Jakarta Selatan,"1,300,000,000",0,0,"1,300,000,000","1,299,977,675","22,325",Perfect match,,,,
38,1.19.006,Kantor Kesatuan Bangsa dan Politik - JAKTIM,A,1.01.10.006.001,Penyediaaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,0,0,0,0,"449,815,400/154,645,040",,Matched by nama kegiatan,,,,
39,1.19.006,Kantor Kesatuan Bangsa dan Politik - JAKTIM,A,1.18.05.006.001,Penyelenggaraan Operasional Kantor Kesbangpol Jakarta Timur,"275,000,000",0,0,"275,000,000","396,948,509","-121,948,509",Matched by kode kegiatan,,,,
40,1.19.006,Kantor Kesatuan Bangsa dan Politik - JAKTIM,A,1.18.05.006.002,Penyediaan jasa TALI dan IPAL (12 Bulan),"12,000,000",0,0,"12,000,000","4,547,429,940","-4,535,429,940",Matched by kode kegiatan,,,,
41,1.19.006,Kantor Kesatuan Bangsa dan Politik - JAKTIM,A,1.19.01.006.004,Pembinaan Kesbangpol Masyarakat Jakarta Timur,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pelayanan kesehatan masyarakat jakarta timur,0.7333333333333333,"1,060,612,808","-1,060,612,808"
42,1.19.006,Kantor Kesatuan Bangsa dan Politik - JAKTIM,A,1.19.01.006.005,Koordinasi  Kelembagaan dan Peningkatan Wawasan Kebangsaan Jakarta Timur,"1,300,000,000",0,0,"1,300,000,000","1,296,690,360","3,309,640",Matched by kode kegiatan,,,,
43,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,,"Kemah Budaya dalam rangka membangun budaya politik yang santun dan beretika bagi pengurus organisasi pemuda, pelajar dan mahasiswa",0,"1,000,000,000",0,"1,000,000,000",,"1,000,000,000",Not found in Pemprov version based on kode & nama kegiatan,pelatihan dalam rangka peningkatan perlindungan dan pemenuhan hak perempuan dan anak,0.4,"1,232,596,006","-232,596,006"
44,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,,Pelatihan HAM dan Resolusi Konflik Etnis dan dan Sara bagi Ormas di Jakarta,0,"500,000,000",0,"500,000,000",,"500,000,000",Not found in Pemprov version based on kode & nama kegiatan,penyediaan bbm dan operasional kendaraan dinas sudin bina marga kota administrasi jakarta barat,0.4421052631578947,"796,952,000","-296,952,000"
45,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,,Pemahaman Wawasan Kebangsaan Untuk Pelajar SMU dan SMK di Jakarta,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,"perawatan gedung, kantin dan pagar sman 58 jakarta",0.49230769230769234,"999,946,553","-799,946,553"
46,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,,Sarasehan dalam rangka memantapkan Nilai-nilai persatuan bagi kalangan pengurus organisasi kedaerahan dalam koridor demokrasi pancasila dan Hak Asasi Manusia,0,"500,000,000",0,"500,000,000",,"500,000,000",Not found in Pemprov version based on kode & nama kegiatan,pelatihan dalam rangka peningkatan perlindungan dan pemenuhan hak perempuan dan anak,0.3630573248407643,"1,232,596,006","-732,596,006"
47,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,,"Sarasehan OKP Se-DKI Jakarta ""Penguatan Kelembagaan Dalam Konteks Membangun Produktifitas Organisasi""",0,"250,000,000",0,"250,000,000",,"250,000,000",Not found in Pemprov version based on kode & nama kegiatan,pelaksanaan peningkatan perencanaan dan monev pembangunan bidang keuangan,0.3904761904761905,"499,232,050","-249,232,050"
48,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,,Sarasehan Penanaman Nilai-nilai Demokrasi Pancasila bagi Pelajar dan mahasiswa,0,"400,000,000",0,"400,000,000",,"400,000,000",Not found in Pemprov version based on kode & nama kegiatan,penyelenggaraan liga olahraga pelajar dan mahasiswa,0.48717948717948717,"500,000,000","-100,000,000"
49,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,,Sosialisasi Pemahaman Nilai-nilai Demokrasi Politik dan Demokrasi Ekonomi,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,sosialisasi peraturan dinas penataan kota,0.410958904109589,"4,713,698,000","-4,513,698,000"
50,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,,"Talk Show Ormas Kepemudaan ""Meningkatkan Sinergi Dengan Pemerintah Daerah""",0,"250,000,000",0,"250,000,000",,"250,000,000",Not found in Pemprov version based on kode & nama kegiatan,koordinasi kelembagaan dan peningkatan wawasan kebangsaan jakarta barat,0.38461538461538464,"1,298,566,400","-1,048,566,400"
51,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,,Workshop Pendidikan Wawasan Demokrasi dan HAM bagi Mahasiswa,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,perbaikan sarana dan prasarana tpu malaka,0.4,"299,250,403","-99,250,403"
52,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,,Aktualisasi Peningkatan Wawasan Demokrasi dan HAM bagi Pelajar SMA/SMK Kota Administrasi Jakarta Barat,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,peningkatan trotoar dan saluran tepi diwilayah kota administrasi jakarta pusat,0.5196078431372549,"46,699,945,405","-46,499,945,405"
53,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,,Dialog Interaktif Peranan Organisasi Masyarakat dan OKP untuk membentuk Karakter Building yang berwawasan Kebangsaan Tingkat Kota Jakarta Barat,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan sarana dan prasarana untuk penanggulangan kerusakan jalan dan jembatan di jakarta utara,0.40559440559440557,"2,499,841,432","-2,299,841,432"
54,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,,"Forum Silaturahmi Organisasi Masyarakat, Pemuda dan LSM dalam Rangka pencegahan Kekerasan dan Tawuran di Kalangan Masyarakat Tingkat Kota Administrasi Jakarta Barat",0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,koordinasi dan monitoring dalam rangka peningkatan penerimaan pajak bumi dan bangunan (pbb) di kota administrasi jakarta utara,0.4695121951219512,"38,642,500","161,357,500"
55,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,,Latihan Dasar Kepemimpinan Pemuda (LDKP) sebagai Upaya Pemahaman Cinta Tanah dan bangsa Dalam Konteks Wawasan Kebangsaan dan NKRI tingkat Kota Administrasi Jakarta Barat,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,pemantauan dan evaluasi penerimaan pajak bumi dan bangunan tingkat kota administrasi jakarta barat,0.4556213017751479,"83,996,000","116,004,000"
56,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,,Pencegahan Konflik Sosial dan Masyarakat bagi Organisasi Kepemudaan dan Ormas Dalam Rangka Peningkatan Kesatuan dan Kesatuan Bangsa Tingkat Kota Administrasi Jakarta Barat,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,perlindungan sosial korban bencana dan peningkatan penanggulangan bencana kota administrasi jakarta utara,0.47953216374269003,"3,499,956,575","-3,299,956,575"
57,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,,Pengembangan dan Peningkatan Wawasan Keagamaan Bagi Organisasi Kepemudaan dan Organisasi Kemasyarakatan Tingkat Kota Jakarta Barat,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,penataan pkl dan peningkatan sarana dan prasarana lokasi sementara di jakarta barat,0.46923076923076923,"2,261,491,799","-2,061,491,799"
58,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,,Peningkatan Dan Pemahaman Kebangsaan dan Pluralisme Bagi Pelajar SMA/SMK,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan peralatan pendidikan dan keterampilan bagi pencari kerja,0.4861111111111111,"11,494,999,824","-11,344,999,824"
59,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,,Peningkatan Dan Pemahaman Tentang Ham Demokrasi Bagi Pelajar SMA/SMK,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,peningkatan pemahaman tentang pengelolaan kawasan kota tua (benchmarking),0.4657534246575342,"1,800,000,000","-1,650,000,000"
60,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,,Peningkatan Dan Pemahaman Tentang Kearifan Lokal Terhadap Organisasi Daerah,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,peningkatan pelayanan keprotokolan dan tamu pimpinan daerah,0.5066666666666667,"11,899,982,720","-11,749,982,720"
61,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,,Peningkatan Pemahaman Nilai-Nilai Demokrasi bagi Pelajar SMA/SMK Kota Administrasi Jakarta Barat,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,penanganan segera taman dan jalur hijau di wilayah kota administrasi jakarta barat,0.5729166666666666,"4,999,854,933","-4,799,854,933"
62,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,,Peningkatan Wawasan Kebangsaan dengan Melalui Pagelaran Tonil di Jakarta Barat,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengawasan barang dan jasa yang beredar di pasar dan sni di jakarta barat,0.5512820512820513,"25,742,000","174,258,000"
63,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR,A,,Sarasehan Membangun Komunikasi dan Interaksi Politik yang kondusif di Kalangan Organisasi Pemuda dan Organisasi Masyarakat Jakarta Barat,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,penyelenggaraan operasional kantor sudin tenaga kerja dan transmigrasi jakarta barat,0.40441176470588236,"499,869,605","-299,869,605"
64,1.19.002,Kantor Kesatuan Bangsa dan Politik - JAKPUS,A,,Peningkatan Dan Pemahaman Kebangsaan dan Pluralisme Bagi Pelajar SMA/SMK,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan peralatan pendidikan dan keterampilan bagi pencari kerja,0.4861111111111111,"11,494,999,824","-11,344,999,824"
65,1.19.002,Kantor Kesatuan Bangsa dan Politik - JAKPUS,A,,Peningkatan Dan Pemahaman Tentang Ham Demokrasi Bagi Pelajar SMA/SMK,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,peningkatan pemahaman tentang pengelolaan kawasan kota tua (benchmarking),0.4657534246575342,"1,800,000,000","-1,650,000,000"
66,1.19.002,Kantor Kesatuan Bangsa dan Politik - JAKPUS,A,,Peningkatan Dan Pemahaman Tentang Kearifan Lokal Terhadap Organisasi Daerah,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,peningkatan pelayanan keprotokolan dan tamu pimpinan daerah,0.5066666666666667,"11,899,982,720","-11,749,982,720"
67,1.19.002,Kantor Kesatuan Bangsa dan Politik - JAKPUS,A,,Peningkatan Wawasan Kebangsaan dengan Melalui Tonil di Jakarta Pusat,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,pencegahan dan penanganan penyakit hewan menular jakarta pusat,0.5735294117647058,"399,995,455","-199,995,455"
68,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,,Aktualisasi Peningkatan Wawasan Demokrasi dan HAM bagi Pelajar SMA/SMK Kota Administrasi Jakarta Selatan,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,peningkatan jalan dan saluran tepi di wilayah kota administrasi jakarta selatan,0.5769230769230769,"62,595,896,397","-62,395,896,397"
69,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,,"Forum Silaturahmi Organisasi Masyarakat, Pemuda dan LSM dalam Rangka pencegahan Kekerasan dan Tawuran di Kalangan Masyarakat Tingkat Kota Administrasi Jakarta Selatan",0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,koordinasi dan monitoring dalam rangka peningkatan penerimaan pajak bumi dan bangunan (pbb) di kota administrasi jakarta utara,0.463855421686747,"38,642,500","161,357,500"
70,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,,Latihan Dasar Kepemimpinan Pemuda (LDKP) sebagai Upaya Pemahaman Cinta Tanah dan bangsa Dalam Konteks Wawasan Kebangsaan dan NKRI tingkat Kota Administrasi Jakarta Selatan,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,penanggulangan kerusakan jalan serta kelengkapannya dan jalan - jalan strategis di wilayah kota administrasi jakarta selatan,0.4444444444444444,"47,521,484,569","-47,321,484,569"
71,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,,Pencegahan Konflik Sosial dan Masyarakat bagi Organisasi Kepemudaan dan Ormas Dalam Rangka Peningkatan Kesatuan dan Kesatuan Bangsa Tingkat Kota Administrasi Jakarta Selatan,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,perlindungan sosial korban bencana dan peningkatan penanggulangan bencana kota administrasi jakarta utara,0.47398843930635837,"3,499,956,575","-3,299,956,575"
72,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,,Peningkatan Dan Pemahaman Kebangsaan dan Pluralisme Bagi Pelajar SMA/SMK,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan peralatan pendidikan dan keterampilan bagi pencari kerja,0.4861111111111111,"11,494,999,824","-11,344,999,824"
73,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,,Peningkatan Dan Pemahaman Tentang Ham Demokrasi Bagi Pelajar SMA/SMK,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,peningkatan pemahaman tentang pengelolaan kawasan kota tua (benchmarking),0.4657534246575342,"1,800,000,000","-1,650,000,000"
74,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,,Peningkatan Dan Pemahaman Tentang Kearifan Lokal Terhadap Organisasi Daerah,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,peningkatan pelayanan keprotokolan dan tamu pimpinan daerah,0.5066666666666667,"11,899,982,720","-11,749,982,720"
75,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,,Peningkatan Pemahaman Nilai-Nilai Demokrasi bagi Pelajar SMA/SMK Kota Administrasi Jakarta Selatan,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,peningkatan jalan dan saluran tepi di wilayah kota administrasi jakarta selatan,0.6224489795918368,"62,595,896,397","-62,395,896,397"
76,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,,Peningkatan Wawasan Kebangsaan dengan Melalui Tonil di Jakarta Selatan,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan dan pemasangan cctv di tps di jakarta selatan,0.5857142857142857,"191,321,900","8,678,100"
77,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL,A,,Sarasehan Membangun Komunikasi dan Interaksi Politik yang kondusif di Kalangan Organisasi Pemuda dan Organisasi Masyarakat Jakarta Selatan,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,penyelenggaraan operasional kantor sudin tenaga kerja dan transmigrasi jakarta selatan,0.41304347826086957,"499,999,692","-299,999,692"
78,1.19.006,Kantor Kesatuan Bangsa dan Politik - JAKTIM,A,,Peningkatan Dan Pemahaman Kebangsaan dan Pluralisme Bagi Pelajar SMA/SMK,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan peralatan pendidikan dan keterampilan bagi pencari kerja,0.4861111111111111,"11,494,999,824","-11,344,999,824"
79,1.19.006,Kantor Kesatuan Bangsa dan Politik - JAKTIM,A,,Peningkatan Dan Pemahaman Tentang Ham Demokrasi Bagi Pelajar SMA/SMK,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,peningkatan pemahaman tentang pengelolaan kawasan kota tua (benchmarking),0.4657534246575342,"1,800,000,000","-1,650,000,000"
80,1.19.006,Kantor Kesatuan Bangsa dan Politik - JAKTIM,A,,Peningkatan Dan Pemahaman Tentang Kearifan Lokal Terhadap Organisasi Daerah,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,peningkatan pelayanan keprotokolan dan tamu pimpinan daerah,0.5066666666666667,"11,899,982,720","-11,749,982,720"
81,1.19.003,Kantor Kesatuan Bangsa dan Politik - JAKUT,A,,Peningkatan Dan Pemahaman Kebangsaan dan Pluralisme Bagi Pelajar SMA/SMK,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan peralatan pendidikan dan keterampilan bagi pencari kerja,0.4861111111111111,"11,494,999,824","-11,344,999,824"
82,1.19.003,Kantor Kesatuan Bangsa dan Politik - JAKUT,A,,Peningkatan Dan Pemahaman Tentang Ham Demokrasi Bagi Pelajar SMA/SMK,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,peningkatan pemahaman tentang pengelolaan kawasan kota tua (benchmarking),0.4657534246575342,"1,800,000,000","-1,650,000,000"
